"building_id","building_polygon_wkt"
1635,"MULTIPOLYGON(((2.348447704889488 48.87026610047028,2.348452704889488 48.87026630047026,2.348464004889489 48.87033620047028,2.348385304889517 48.870339500470266,2.34840200488952 48.87043240047028,2.348644604889431 48.870384200470276,2.348592804889416 48.86999170047024,2.348415304889481 48.87002480047024,2.348430604889483 48.870120600470266,2.348433304889483 48.87014060047027,2.348441104889486 48.87020680047026,2.348443804889486 48.8702251004703,2.348447704889488 48.87026610047028)))"
1636,"MULTIPOLYGON(((2.349518804889099 48.86998190047021,2.349564004889083 48.86998160047022,2.349573404889079 48.869980900470225,2.349632504889059 48.869976100470204,2.349646104889055 48.8699756004702,2.349646504889053 48.8699731004702,2.349677304889043 48.869969400470204,2.349665804889034 48.86979980047019,2.349384004889135 48.86985050047022,2.349297704889164 48.869865900470224,2.349337504889158 48.869959500470216,2.349353904889156 48.86999880047021,2.349363904889155 48.870021800470205,2.349386804889151 48.87007590047021,2.34947400488912 48.87005870047022,2.349445904889124 48.86999490047021,2.349518804889099 48.86998190047021)))"
1638,"MULTIPOLYGON(((2.341362404891616 48.86658750047049,2.341360604891616 48.86658080047048,2.341265404891629 48.86633830047048,2.341486904891561 48.86642730047049,2.341535204891554 48.86654930047048,2.341572004891549 48.866636700470494,2.341602104891544 48.86670810047046,2.34171140489153 48.866974400470475,2.341539704891589 48.8670047004705,2.341508304891596 48.86693170047047,2.341494404891597 48.86689700047048,2.341482904891599 48.86687010047047,2.3414707048916 48.86684010047047,2.341457504891602 48.86681100047049,2.341445004891605 48.86678740047049,2.341440404891605 48.86677910047049,2.341426004891606 48.86674410047047,2.341424004891608 48.866739900470485,2.341416404891609 48.86672150047046,2.341405004891611 48.86669290047048,2.341362404891616 48.86658750047049)))"
1639,"MULTIPOLYGON(((2.341937604891459 48.86707360047046,2.341765304891522 48.867104200470486,2.34171140489153 48.866974400470475,2.341602104891544 48.86670810047046,2.341572004891549 48.866636700470494,2.341535204891554 48.86654930047048,2.341486904891561 48.86642730047049,2.341701204891494 48.866513300470466,2.341818704891477 48.866791100470486,2.341898104891464 48.86698120047048,2.341937604891459 48.86707360047046)))"
1645,"MULTIPOLYGON(((2.342043004891387 48.866647200470446,2.342106804891379 48.866812300470436,2.34218630489137 48.867029600470445,2.34219030489137 48.867042200470465,2.342212404891368 48.867103900470454,2.342236004891364 48.86717100047046,2.342295404891359 48.867334900470446,2.342316504891355 48.86739240047047,2.342314304891358 48.867401000470494,2.342298304891368 48.8674483004705,2.34228540489137 48.867447500470455,2.342266304891389 48.86760350047047,2.342269804891389 48.867603800470484,2.34235770489136 48.867610600470464,2.342391504891348 48.86761340047049,2.342476104891318 48.867619900470466,2.342661604891257 48.86763460047047,2.342665004891257 48.86763490047048,2.342684204891241 48.867538500470445,2.342693904891234 48.86748250047046,2.342711604891227 48.867483700470444,2.342695904891209 48.867195800470434,2.342706504891202 48.86714850047044,2.342729104891186 48.86704580047044,2.342735504891182 48.86702730047044,2.342746604891177 48.867009300470414,2.342769004891164 48.866953100470425,2.342733304891173 48.866939200470405,2.342730304891177 48.866938200470436,2.342704604891191 48.866997400470424,2.342564604891237 48.86698130047044,2.342482904891264 48.86697180047043,2.342467104891262 48.86688090047045,2.342452704891261 48.866803300470444,2.342387704891283 48.86677860047046,2.342043004891387 48.866647200470446)))"
1646,"MULTIPOLYGON(((2.342798304891203 48.86754740047045,2.342812104891193 48.86749250047044,2.342914704891159 48.867504300470436,2.342924704891147 48.86739660047042,2.342945104891122 48.86715940047042,2.342955304891107 48.86702500047041,2.343032304891083 48.86705490047042,2.343072904891067 48.8670356004704,2.343076804891064 48.86703030047042,2.343367604890976 48.867159900470405,2.343268204891033 48.86744830047043,2.343219304891063 48.867590200470424,2.343255004891051 48.867593100470415,2.34328310489104 48.86759560047041,2.343277504891046 48.86762330047041,2.343265004891055 48.86768510047044,2.343261604891056 48.867684800470435,2.342965104891154 48.86766000047043,2.342777304891218 48.86764430047044,2.342773604891219 48.86764390047047,2.342798304891203 48.86754740047045)))"
1648,"MULTIPOLYGON(((2.34349490489096 48.867505700470424,2.343576604890915 48.86728680047041,2.343579804890914 48.867287600470405,2.343613004890902 48.867299300470386,2.343666804890885 48.86731360047041,2.34370390489088 48.86738280047039,2.343690804890886 48.8674167004704,2.343650104890908 48.86751920047039,2.343649104890909 48.86752140047039,2.34349490489096 48.867505700470424)))"
1649,"MULTIPOLYGON(((2.34171030489146 48.86613200047042,2.341646204891488 48.86620310047044,2.341582504891515 48.86627330047046,2.341557204891523 48.866264000470444,2.341491304891552 48.86633490047047,2.341339504891598 48.866277500470446,2.341529304891517 48.86605990047046,2.34171030489146 48.86613200047042)))"
1650,"MULTIPOLYGON(((2.341767604891431 48.86602130047045,2.341945904891376 48.86608880047044,2.341825304891428 48.86622530047045,2.341860004891417 48.86623930047045,2.341842304891423 48.86626080047045,2.341758604891462 48.866357700470466,2.341717604891476 48.866343400470434,2.341665404891497 48.866401300470464,2.341491304891552 48.86633490047047,2.341557204891523 48.866264000470444,2.341582504891515 48.86627330047046,2.341646204891488 48.86620310047044,2.34171030489146 48.86613200047042,2.341724204891454 48.86611750047044,2.341749204891445 48.86608870047045,2.341723004891451 48.86607850047046,2.341767604891431 48.86602130047045)))"
1652,"MULTIPOLYGON(((2.341993504891377 48.86631720047042,2.34217850489132 48.86638710047045,2.34204240489138 48.866545200470455,2.341860204891436 48.86647590047046,2.341993504891377 48.86631720047042)))"
1653,"MULTIPOLYGON(((2.342226504891324 48.86661570047047,2.34234290489127 48.86647630047043,2.342360904891263 48.866455100470446,2.342287904891285 48.86642730047043,2.342258204891296 48.86641670047043,2.34217850489132 48.86638710047045,2.34204240489138 48.866545200470455,2.342226504891324 48.86661570047047)))"
1654,"MULTIPOLYGON(((2.342549804891208 48.86655440047041,2.34234290489127 48.86647630047043,2.342226504891324 48.86661570047047,2.342229604891322 48.86661680047044,2.342228604891322 48.86661800047044,2.34243100489126 48.86669490047042,2.342431904891259 48.866694200470434,2.342434904891259 48.86669530047044,2.342549804891208 48.86655440047041)))"
1655,"MULTIPOLYGON(((2.342549804891208 48.86655440047041,2.342434904891259 48.86669530047044,2.342579204891213 48.86675040047043,2.342711404891155 48.866594000470414,2.342752204891136 48.86654560047042,2.342849204891095 48.866431500470405,2.34269970489114 48.8663748004704,2.342574904891196 48.86652590047039,2.342549804891208 48.86655440047041)))"
1659,"MULTIPOLYGON(((2.346267204889853 48.865579800470194,2.346249204889853 48.8655246004702,2.3461238048899 48.865542800470216,2.3461055048899 48.8654843004702,2.345897404889973 48.8655101004702,2.345837904889994 48.865517900470195,2.345684904890049 48.86553740047024,2.345713604890048 48.86564640047022,2.345926004889972 48.865620700470224,2.346267204889853 48.865579800470194)))"
1661,"MULTIPOLYGON(((2.345684904890049 48.86553740047024,2.345713604890048 48.86564640047022,2.345386504890164 48.86568600047023,2.345370504890164 48.86563380047025,2.345355904890165 48.86557910047024,2.3455350048901 48.86555670047025,2.345619804890072 48.86554550047023,2.345684904890049 48.86553740047024)))"
1665,"MULTIPOLYGON(((2.345899004889998 48.86580320047021,2.345854004890013 48.86580960047024,2.345754104890048 48.86582380047023,2.345714004890062 48.86582950047023,2.345702204890063 48.86579210047023,2.345678604890065 48.86572030047023,2.34594780488997 48.86568770047023,2.34597590488997 48.86579260047022,2.345957604889976 48.86579480047022,2.345899004889998 48.86580320047021)))"
1666,"MULTIPOLYGON(((2.345705804890065 48.86583080047022,2.345714004890062 48.86582950047023,2.345702204890063 48.86579210047023,2.345678604890065 48.86572030047023,2.345405404890163 48.865753500470255,2.345432704890162 48.86586630047024,2.345508704890134 48.865858900470265,2.345645704890088 48.86583910047025,2.345705804890065 48.86583080047022)))"
1671,"MULTIPOLYGON(((2.347590304889352 48.86501040047012,2.347566204889351 48.86489580047012,2.347540604889349 48.8647766004701,2.347461004889377 48.86478010047012,2.347300804889434 48.864789800470085,2.347300904889433 48.86479080047012,2.347322804889435 48.86490160047011,2.347263404889456 48.86490520047013,2.347264904889456 48.86491500047013,2.34725140488946 48.86491590047012,2.347259104889463 48.864972600470125,2.347261704889461 48.86498160047012,2.347349104889432 48.86497040047011,2.347396904889416 48.864965200470124,2.347405804889417 48.865027600470114,2.34750990488938 48.86501880047012,2.347509704889381 48.865017300470136,2.347590304889352 48.86501040047012)))"
1674,"MULTIPOLYGON(((2.34838050488911 48.86537430047009,2.348348204889112 48.86523940047007,2.34833940488911 48.86519980047009,2.348323804889111 48.86513270047008,2.348323104889111 48.86513120047009,2.34832080488911 48.865119200470076,2.348289704889112 48.86501430047009,2.34841260488907 48.86500450047009,2.348444204889067 48.86510980047009,2.348466204889065 48.865177100470056,2.348517504889058 48.86529170047006,2.348540704889053 48.865345600470086,2.34838050488911 48.86537430047009)))"
1678,"MULTIPOLYGON(((2.337141004893405 48.87073490047085,2.337327604893337 48.87069880047084,2.337385504893329 48.87083800047084,2.337306504893357 48.87085100047084,2.337308504893358 48.870864800470834,2.337199304893396 48.870869700470834,2.337193204893396 48.87085770047084,2.337188504893397 48.870849200470836,2.337156804893401 48.87077130047084,2.337151604893403 48.870759100470835,2.337141004893405 48.87073490047085)))"
1683,"MULTIPOLYGON(((2.335070004893938 48.86857500047086,2.335035204893944 48.86850660047086,2.335025404893948 48.868507500470876,2.33501100489395 48.868479500470876,2.33496460489396 48.868391600470886,2.334943904893966 48.86839590047086,2.334895904893975 48.86831130047089,2.334876404893981 48.86827910047088,2.335003304893934 48.86824880047086,2.335066204893913 48.86826850047086,2.335113804893904 48.868354700470846,2.335169704893893 48.868456100470844,2.335214704893885 48.868538200470866,2.335070004893938 48.86857500047086)))"
1684,"MULTIPOLYGON(((2.334605704894028 48.867730000470864,2.334602104894028 48.86773100047085,2.334597104894031 48.867722000470856,2.334610004894026 48.86771900047088,2.334612804894024 48.867724000470865,2.334649604894012 48.86771530047085,2.334646904894012 48.86771020047085,2.334659604894007 48.86770710047084,2.334662304894007 48.86771220047087,2.334699104893993 48.867703500470846,2.334696404893993 48.867698400470864,2.33470910489399 48.86769540047084,2.334711804893988 48.86770040047086,2.334747704893976 48.86769180047086,2.334745204893976 48.86768670047083,2.334757804893972 48.867683700470856,2.334760704893971 48.86768870047085,2.334796804893957 48.867680200470836,2.334794004893959 48.86767520047087,2.334806904893954 48.86767220047084,2.334809504893953 48.867677000470856,2.33484550489394 48.867668500470835,2.334842704893941 48.867663500470826,2.334848904893939 48.86766200047086,2.334855404893937 48.867660500470855,2.334858404893935 48.86766550047082,2.334894004893922 48.86765690047081,2.334891104893923 48.867652000470834,2.334904104893919 48.86764890047084,2.334906604893919 48.86765380047083,2.334943304893905 48.86764530047083,2.334940304893905 48.867640300470846,2.334953104893899 48.86763730047084,2.334955604893902 48.86764230047084,2.334992404893886 48.86763350047084,2.334989604893888 48.867628600470844,2.335002304893882 48.86762560047083,2.335004904893882 48.867630500470824,2.335042004893869 48.86762170047083,2.33503920489387 48.86761680047083,2.335052304893864 48.86761350047082,2.335057104893863 48.86762230047083,2.335053304893865 48.86762320047082,2.335067704893862 48.867649000470834,2.335071404893861 48.867648300470826,2.335076204893859 48.86765670047084,2.335072304893861 48.86765750047083,2.33513240489385 48.867767400470846,2.33513610489385 48.86776660047083,2.335140904893848 48.867775000470836,2.33513720489385 48.867775900470846,2.335155204893845 48.86780920047086,2.335158904893843 48.867808100470825,2.335163604893844 48.867816600470846,2.335159904893844 48.86781760047085,2.33517830489384 48.867850800470855,2.33518200489384 48.86784990047083,2.335186604893838 48.867858400470844,2.33518280489384 48.86785910047083,2.335201004893837 48.86789250047082,2.335204704893834 48.86789160047084,2.335209404893833 48.86790000047082,2.335205804893835 48.867900800470814,2.335271104893823 48.86802020047084,2.335274804893821 48.868019200470826,2.335279504893821 48.868027800470834,2.335275804893822 48.86802860047083,2.335291604893819 48.868057700470814,2.335295504893817 48.86805660047085,2.335300104893816 48.868065400470826,2.335287104893822 48.868068500470834,2.335285804893822 48.86806610047084,2.335248904893834 48.86807490047084,2.335250204893836 48.868077300470844,2.33523760489384 48.86808040047083,2.33523620489384 48.86807790047085,2.335199404893852 48.86808690047083,2.335200804893852 48.868089200470855,2.335188104893857 48.86809220047084,2.335186904893858 48.868089800470834,2.335150704893871 48.868098500470836,2.335152004893871 48.86810090047086,2.335139304893875 48.86810390047084,2.335137804893875 48.868101600470844,2.335102204893888 48.86811020047083,2.335103604893888 48.868112700470846,2.335090604893893 48.86811570047084,2.335089404893893 48.86811320047085,2.335053704893906 48.86812180047085,2.335054904893906 48.868124200470845,2.335047804893908 48.86812590047085,2.335042204893911 48.86812740047083,2.33504080489391 48.86812490047087,2.335004904893923 48.86813340047086,2.335006404893923 48.86813590047085,2.334993404893929 48.86813900047087,2.334992204893928 48.86813660047086,2.334956104893941 48.86814500047085,2.334957404893942 48.868147600470856,2.334944904893946 48.86815060047084,2.334943504893946 48.868148100470854,2.33490680489396 48.86815680047087,2.334908104893958 48.86815930047084,2.334895504893964 48.86816250047088,2.334894204893964 48.868160000470866,2.334856704893978 48.868169000470864,2.334858304893978 48.86817130047087,2.334844904893981 48.86817460047085,2.334840104893982 48.86816590047085,2.334843904893983 48.868164800470865,2.334828004893983 48.86813590047085,2.334824304893988 48.86813680047086,2.334819604893987 48.868128400470866,2.334823204893984 48.868127400470826,2.334757904893998 48.86800800047087,2.334754304893999 48.86800890047086,2.334749504894001 48.86800050047084,2.334753204893999 48.86799950047087,2.334735204894002 48.86796650047087,2.334731504894004 48.867967300470866,2.334727004894006 48.867959000470854,2.334730604894005 48.86795810047088,2.334712504894008 48.86792480047085,2.334708604894008 48.86792580047085,2.334704004894009 48.86791730047086,2.334707904894009 48.86791630047087,2.334689704894011 48.86788300047085,2.334686004894012 48.86788410047084,2.334681204894014 48.86787550047088,2.334684904894013 48.86787460047085,2.334624504894023 48.86776450047086,2.334620804894025 48.86776540047086,2.334616304894026 48.867756900470845,2.334619704894024 48.86775600047084,2.334605704894028 48.867730000470864)))"
1686,"MULTIPOLYGON(((2.33874840489276 48.86959270047073,2.338739904892762 48.86957550047071,2.338728304892762 48.86955150047073,2.338700304892772 48.86953930047072,2.33867210489278 48.86952690047071,2.338640504892789 48.869512900470724,2.338577804892811 48.86951320047074,2.338448104892856 48.869513800470735,2.338265104892919 48.86951440047074,2.337963204893024 48.86951550047075,2.33796450489302 48.869494500470765,2.337658404893126 48.86949650047079,2.337659004893127 48.8695180004708,2.33765490489314 48.869665600470775,2.337648704893162 48.869907900470785,2.337642904893176 48.87004040047081,2.336911804893431 48.87010830047084,2.33694090489344 48.87034410047083,2.336946504893439 48.870346300470835,2.337203404893347 48.87030070047084,2.337808104893131 48.8701935004708,2.33781140489313 48.870192900470784,2.337778604893136 48.870115200470785,2.337814404893122 48.87010880047078,2.337792804893124 48.870045300470785,2.337816004893116 48.870045000470796,2.337944004893072 48.870045100470776,2.337968804893065 48.87004530047079,2.337966604893067 48.87008530047078,2.338329904892938 48.87002940047074,2.33832780489294 48.87002290047078,2.338380004892921 48.870015900470754,2.338382904892919 48.87002240047076,2.338435504892901 48.87001590047075,2.338517004892872 48.87000620047075,2.338656804892822 48.869988900470744,2.338656004892823 48.869985200470744,2.338672304892818 48.869983500470745,2.338750404892789 48.86997460047072,2.338751804892789 48.869977900470744,2.338866604892749 48.869964300470734,2.338925904892728 48.86995310047073,2.338922904892729 48.86994560047073,2.33874840489276 48.86959270047073)))"
1688,"MULTIPOLYGON(((2.335308704893922 48.86939210047088,2.335640904893801 48.86931140047088,2.335606104893808 48.86924820047086,2.335561604893818 48.86916760047087,2.335443104893861 48.86919680047086,2.335394504893878 48.869208400470875,2.335317704893906 48.86922660047089,2.33531400489391 48.869274600470874,2.335311204893917 48.869343700470885,2.335308704893922 48.86939210047088)))"
1689,"MULTIPOLYGON(((2.335527504893855 48.86948440047087,2.335711204893788 48.86943880047086,2.335640904893801 48.86931140047088,2.335308704893922 48.86939210047088,2.335306604893924 48.86940280047088,2.335305404893925 48.86941280047088,2.335301204893926 48.86941280047088,2.33529220489394 48.869540800470915,2.335363004893929 48.8697114004709,2.335549804893863 48.86967600047088,2.335487304893873 48.8695310004709,2.335470904893875 48.86949800047088,2.335527504893855 48.86948440047087)))"
1690,"MULTIPOLYGON(((2.335470904893875 48.86949800047088,2.335527504893855 48.86948440047087,2.335711204893788 48.86943880047086,2.335735604893785 48.86948270047088,2.335735004893796 48.86962480047087,2.335711204893804 48.8696454004709,2.335549804893863 48.86967600047088,2.335487304893873 48.8695310004709,2.335470904893875 48.86949800047088)))"
1693,"MULTIPOLYGON(((2.335885604893651 48.86849160047083,2.335858104893655 48.86843740047081,2.335783204893683 48.86845460047084,2.335756304893692 48.86846070047083,2.335731404893702 48.86846630047082,2.335657404893728 48.86848210047083,2.335634104893734 48.86843830047083,2.335613804893736 48.86839840047084,2.335345004893834 48.86845840047085,2.335427904893816 48.86860930047086,2.335521804893784 48.86858990047086,2.335582004893773 48.868706700470845,2.335586004893772 48.86871460047086,2.335602704893768 48.86874690047084,2.335639704893757 48.868739300470835,2.335729404893722 48.868719600470826,2.335767804893708 48.86871080047085,2.335749904893713 48.868673900470846,2.335831304893682 48.868656200470824,2.335832804893683 48.86865880047085,2.335853504893676 48.86865370047083,2.335877104893667 48.86864850047084,2.335875604893666 48.86864600047082,2.335956104893637 48.86862950047083,2.33595040489364 48.86862130047083,2.335931804893642 48.86858200047082,2.33589190489365 48.868503600470824,2.335885604893651 48.86849160047083)))"
1695,"MULTIPOLYGON(((2.340807104892203 48.87142040047069,2.341010104892132 48.87139060047067,2.341028704892127 48.8714360004707,2.341071904892123 48.87154880047069,2.341110004892118 48.871648400470676,2.341108704892118 48.87164860047069,2.341048004892141 48.87165850047069,2.340885704892198 48.871684700470716,2.340788004892231 48.87170050047069,2.340606304892298 48.871729900470726,2.3405898048923 48.8716817004707,2.340553004892312 48.87168670047071,2.340549004892314 48.87168500047075,2.340540104892317 48.87168600047073,2.340531504892318 48.87166420047072,2.340561204892305 48.87163170047072,2.340573204892299 48.871630000470695,2.3405668048923 48.871612300470694,2.340529504892306 48.8715133004707,2.340524004892307 48.8715144004707,2.34050890489231 48.87147070047072,2.340807104892203 48.87142040047069)))"
1697,"MULTIPOLYGON(((2.342689504891542 48.87120750047059,2.34273430489154 48.87138510047058,2.342543804891608 48.87141560047061,2.34249300489161 48.87123460047059,2.34249350489161 48.8712323004706,2.342689504891542 48.87120750047059)))"
1698,"MULTIPOLYGON(((2.341836304891811 48.870947000470636,2.34183150489181 48.87092420047064,2.341834504891811 48.87092370047063,2.341857004891802 48.87092170047061,2.341851004891805 48.870914700470635,2.342021604891743 48.87089170047061,2.342014004891742 48.8708541004706,2.342007904891742 48.87082840047061,2.342004504891743 48.87082880047062,2.342003204891744 48.87082380047062,2.342006504891743 48.870823600470615,2.342005004891742 48.870817300470605,2.342001604891744 48.870817700470596,2.342001104891744 48.87081550047062,2.342076104891718 48.87080840047062,2.342090104891718 48.870859700470625,2.342116404891717 48.870951200470614,2.342117704891715 48.8709509004706,2.342127004891715 48.8709868004706,2.342132804891714 48.8710089004706,2.342144704891714 48.87105410047062,2.342133304891719 48.871055700470635,2.342160704891717 48.87115850047062,2.342189004891717 48.871265200470624,2.342126104891738 48.87127290047062,2.34219860489173 48.87147080047064,2.342099004891765 48.87148660047065,2.342050904891773 48.87136290047064,2.342012704891785 48.87136850047065,2.342005804891786 48.87135060047061,2.341969704891797 48.87133740047062,2.341961304891799 48.871334300470636,2.341942304891804 48.871313900470625,2.341940704891806 48.871311700470635,2.341930104891808 48.871279700470645,2.341920404891807 48.8712471004706,2.341910204891807 48.87121300047062,2.341890304891809 48.87114630047062,2.34188090489181 48.871113000470636,2.341871904891811 48.871079400470634,2.341862404891811 48.87104690047062,2.34185380489181 48.87101420047062,2.341845904891811 48.870982400470616,2.341836304891811 48.870947000470636)))"
1700,"MULTIPOLYGON(((2.342531904891532 48.87045740047055,2.342491504891535 48.87032900047055,2.342489704891534 48.87032420047055,2.342486904891537 48.87031950047057,2.342483104891537 48.87031500047058,2.342478404891538 48.87031090047056,2.342473004891541 48.87030750047058,2.342466604891543 48.87030450047057,2.342462004891542 48.87030280047057,2.342454604891544 48.87030070047059,2.342447204891548 48.870299300470556,2.34243950489155 48.870298600470576,2.342277104891608 48.87029560047059,2.342187104891638 48.87030490047058,2.342196404891645 48.8704132004706,2.342200604891644 48.870442300470586,2.342204204891645 48.87046130047061,2.342211104891647 48.87051030047058,2.342360404891594 48.87048530047058,2.342531904891532 48.87045740047055)))"
1701,"MULTIPOLYGON(((2.342060904891718 48.870753600470614,2.342042404891719 48.870690200470584,2.342138404891687 48.8706790004706,2.342141404891684 48.8706839004706,2.342188904891668 48.870678700470606,2.342294504891632 48.87066250047062,2.342294004891631 48.8706572004706,2.342364304891605 48.87064490047059,2.342360904891605 48.87063120047056,2.342363404891604 48.870629700470595,2.342415504891587 48.87061670047058,2.342429904891581 48.870643200470575,2.342468104891568 48.870636500470596,2.342615004891517 48.87061510047057,2.342652104891509 48.870685700470595,2.342507904891562 48.87070140047059,2.342494604891565 48.8707031004706,2.342368804891612 48.87071810047058,2.342322804891626 48.870723400470595,2.342293304891638 48.87072690047058,2.342060904891718 48.870753600470614)))"
1702,"MULTIPOLYGON(((2.342076104891718 48.87080840047062,2.342090104891718 48.870859700470625,2.342116404891717 48.870951200470614,2.342117704891715 48.8709509004706,2.342440604891602 48.870913300470576,2.342534704891569 48.870902500470585,2.342731204891498 48.87088030047059,2.342750704891493 48.870878200470564,2.342704804891501 48.87078600047058,2.342652104891509 48.870685700470595,2.342507904891562 48.87070140047059,2.342494604891565 48.8707031004706,2.342368804891612 48.87071810047058,2.342322804891626 48.870723400470595,2.342293304891638 48.87072690047058,2.342060904891718 48.870753600470614,2.342076104891718 48.87080840047062)))"
1703,"MULTIPOLYGON(((2.342731204891498 48.87088030047059,2.342534704891569 48.870902500470585,2.342440604891602 48.870913300470576,2.342117704891715 48.8709509004706,2.342127004891715 48.8709868004706,2.342132804891714 48.8710089004706,2.342144704891714 48.87105410047062,2.34278100489149 48.8709841004706,2.342780604891491 48.87098310047059,2.342732204891498 48.87088210047059,2.342731204891498 48.87088030047059)))"
1711,"MULTIPOLYGON(((2.343141604891177 48.86867090047049,2.343145504891175 48.868664800470484,2.34308750489119 48.86860530047047,2.342692904891323 48.868575200470495,2.342687704891328 48.86860900047049,2.342614504891351 48.8686015004705,2.342614704891356 48.86863980047051,2.342612604891363 48.86871450047052,2.342612704891363 48.8687185004705,2.342609504891374 48.86882090047051,2.342617704891369 48.868821900470486,2.34261650489137 48.8688299004705,2.342616304891371 48.86884240047052,2.342615804891371 48.8688486004705,2.342608904891385 48.86896270047052,2.342612304891382 48.8689661004705,2.342606904891392 48.8690312004705,2.342607504891392 48.86904270047052,2.342774704891334 48.86905900047049,2.342780004891331 48.869039300470504,2.342866604891303 48.869057200470486,2.342884304891295 48.86902690047049,2.343086804891229 48.86907240047049,2.343142804891201 48.86896510047046,2.343024104891241 48.868948300470485,2.343030504891237 48.868939600470505,2.343017604891241 48.86893780047048,2.343018404891243 48.86893580047049,2.343053404891224 48.86886060047047,2.343141604891177 48.86867090047049)))"
1712,"MULTIPOLYGON(((2.343812804890756 48.86633470047036,2.343752804890774 48.86630880047036,2.343754004890774 48.866311000470375,2.343793204890767 48.86638770047036,2.343914304890743 48.86662320047034,2.343915904890744 48.86662240047035,2.343918604890742 48.866623700470335,2.343917704890743 48.86662470047035,2.343917004890743 48.86662570047037,2.343916804890745 48.86662690047036,2.343917404890744 48.86662780047037,2.343918304890743 48.86662890047039,2.343919504890744 48.86662950047037,2.343921204890742 48.866629900470365,2.343923104890742 48.866630100470346,2.343924604890741 48.866629900470336,2.34392630489074 48.866629200470356,2.34392700489074 48.866628400470375,2.343927704890741 48.866627800470376,2.343958804890732 48.866642800470345,2.343957804890732 48.86664370047036,2.343957104890732 48.86664480047035,2.343957104890732 48.86664610047037,2.343957304890731 48.86664720047035,2.343958504890732 48.866648200470365,2.343960004890731 48.866649100470354,2.34396190489073 48.86664960047037,2.343963704890731 48.86664960047036,2.34396530489073 48.86664940047038,2.343967004890728 48.866648600470356,2.343967804890729 48.86664780047036,2.343968204890729 48.86664740047037,2.343969904890727 48.86664830047037,2.343970004890728 48.86664950047035,2.343987304890721 48.866648600470334,2.343987204890721 48.866647800470346,2.344158404890663 48.866649300470364,2.344158404890665 48.86665030047036,2.344175704890658 48.866650500470335,2.344175604890658 48.86664900047033,2.344178404890656 48.86664780047033,2.344179104890656 48.86664870047035,2.344179904890656 48.86664910047035,2.344180704890656 48.86664950047036,2.344182204890656 48.86664980047034,2.344184104890655 48.86664990047036,2.344185604890655 48.86664960047034,2.344187404890653 48.866648900470345,2.344188504890654 48.86664810047036,2.344189104890653 48.86664700047034,2.344189204890652 48.866645700470364,2.344188704890653 48.86664470047037,2.344187404890653 48.86664340047032,2.34421670489064 48.866628900470346,2.344217804890641 48.86662990047036,2.344219104890642 48.86663060047034,2.34422080489064 48.866631100470336,2.344222304890639 48.86663110047035,2.344224004890639 48.86663100047035,2.344225404890638 48.86663040047032,2.344226504890639 48.86662950047036,2.344227504890638 48.866628400470354,2.344227804890637 48.866627300470334,2.344227504890637 48.86662630047033,2.344226404890637 48.86662510047035,2.344228504890635 48.866623400470345,2.344230404890635 48.86662370047033,2.344240304890632 48.86659890047036,2.34414060489066 48.866536600470326,2.344064304890682 48.86648920047036,2.344041204890687 48.86647550047034,2.344017604890696 48.86646140047033,2.344014204890696 48.86645780047034,2.343937204890719 48.86640950047034,2.343935204890719 48.866412100470335,2.343875104890737 48.86637030047033,2.343878504890736 48.866367500470346,2.343812804890756 48.86633470047036)))"
1714,"MULTIPOLYGON(((2.344102004890602 48.865695800470284,2.344123504890593 48.86564790047029,2.344159504890577 48.8656082004703,2.344206104890562 48.86562690047032,2.344236704890554 48.86563970047032,2.344271504890543 48.8656532004703,2.344314704890522 48.86559270047029,2.34432010489052 48.865585700470284,2.344376604890503 48.86561010047029,2.344456104890479 48.86564280047028,2.344510904890462 48.86566530047028,2.34461410489043 48.86571330047028,2.344566304890456 48.86582450047029,2.344376204890513 48.8657405004703,2.344327904890534 48.865785300470286,2.344102004890602 48.865695800470284)))"
1716,"MULTIPOLYGON(((2.344100604890604 48.86569860047033,2.344102004890602 48.865695800470284,2.344327904890534 48.865785300470286,2.344415804890507 48.8658251004703,2.344541804890467 48.865880900470295,2.34451960489048 48.8659327004703,2.344369804890527 48.8658689004703,2.344233204890568 48.8658072004703,2.344101404890609 48.865753200470316,2.344079904890616 48.865744800470324,2.344100604890604 48.86569860047033)))"
1717,"MULTIPOLYGON(((2.344100604890604 48.86569860047033,2.344079904890616 48.865744800470324,2.344101404890609 48.865753200470316,2.344233204890568 48.8658072004703,2.344369804890527 48.8658689004703,2.34451960489048 48.8659327004703,2.344501904890491 48.86597430047033,2.344492104890495 48.86599680047029,2.344475004890505 48.866037200470316,2.344303804890556 48.865959400470324,2.344287404890562 48.865952300470305,2.344273304890566 48.86594580047032,2.344263704890569 48.86594170047031,2.34425970489057 48.86593970047032,2.344156304890602 48.865894300470316,2.344117704890619 48.86593680047034,2.344007404890652 48.86588960047034,2.344005304890654 48.865894200470294,2.343974604890664 48.86588610047034,2.34397900489066 48.86587740047032,2.343990404890656 48.86586340047032,2.343940404890672 48.86583830047033,2.343974804890658 48.86580230047034,2.343922504890674 48.86577660047033,2.343806804890708 48.86571940047034,2.343876204890677 48.865643900470324,2.343946304890657 48.86567390047031,2.343974004890643 48.86564840047034,2.343980904890643 48.865651300470326,2.344100604890604 48.86569860047033)))"
