"building_id","building_polygon_wkt"
100,"MULTIPOLYGON(((2.327329504896618 48.86888590047126,2.326859904896794 48.86905700047128,2.326677904896861 48.8691225004713,2.326655404896868 48.869130900471305,2.326624604896882 48.86914220047133,2.326555504896906 48.86916590047132,2.326482604896931 48.8691588004713,2.326412204896954 48.86915170047133,2.326423104896944 48.86907220047132,2.32634350489697 48.8690675004713,2.326377304896942 48.86884060047132,2.326457904896915 48.86884670047132,2.326471804896902 48.868748500471305,2.326436304896913 48.868742700471294,2.326395804896927 48.8687360004713,2.326350404896938 48.86868730047129,2.326323204896944 48.86865380047129,2.326311004896947 48.868639000471305,2.326333504896938 48.86863140047129,2.32638660489692 48.86861580047129,2.326373904896922 48.86859800047128,2.326411004896907 48.868585900471274,2.326494104896879 48.868559500471285,2.326493304896878 48.8685577004713,2.326655204896817 48.868506900471296,2.326656104896818 48.868508200471304,2.326668604896815 48.86852690047125,2.32669720489681 48.868566900471265,2.326751104896796 48.86864530047129,2.326791804896789 48.868703000471264,2.327089804896676 48.868593100471266,2.327139804896662 48.86865330047126,2.327138304896664 48.86865380047124,2.327141304896664 48.86865730047126,2.327139204896664 48.868658000471264,2.327161404896658 48.868684300471244,2.327158604896661 48.86868530047126,2.327189704896651 48.86872230047128,2.327192004896652 48.86872140047128,2.327218704896644 48.86875350047126,2.327221204896645 48.868752500471246,2.327249804896638 48.868786700471254,2.327247304896638 48.868787500471264,2.327274304896631 48.86881990047128,2.327273104896632 48.86882020047128,2.327274004896631 48.868821400471255,2.327272804896632 48.868821900471275,2.327303004896625 48.868857800471254,2.327305204896624 48.86885690047126,2.327327904896618 48.86888390047124,2.327329504896618 48.86888590047126)))"
102,"MULTIPOLYGON(((2.326119104896865 48.86682880047123,2.326117304896866 48.86682980047123,2.326020304896901 48.866862400471234,2.325845504896967 48.866921600471265,2.32566520489701 48.86670560047128,2.325955004896905 48.866611100471246,2.326030904896886 48.866712900471256,2.326119104896865 48.86682880047123)))"
103,"MULTIPOLYGON(((2.326278304896819 48.86694360047123,2.326211804896843 48.86696510047124,2.32595340489694 48.867050300471256,2.325845504896967 48.866921600471265,2.326020304896901 48.866862400471234,2.326117304896866 48.86682980047123,2.32614400489686 48.866868400471255,2.326206604896837 48.866848000471236,2.326221504896833 48.86686700047123,2.326268904896821 48.86693040047123,2.326278304896819 48.86694360047123)))"
104,"MULTIPOLYGON(((2.326278304896819 48.86694360047123,2.326374704896798 48.86707180047123,2.326246704896844 48.867112300471234,2.326229704896851 48.86711750047122,2.326055304896915 48.867172700471265,2.32595340489694 48.867050300471256,2.326211804896843 48.86696510047124,2.326278304896819 48.86694360047123)))"
106,"MULTIPOLYGON(((2.32546660489702 48.86599050047125,2.325490604897015 48.86602160047123,2.325571904896996 48.86613240047123,2.325586504896993 48.86615240047124,2.325661004896975 48.86625220047125,2.325725504896959 48.86633720047123,2.325654304896986 48.86636180047125,2.325442004897066 48.866437200471275,2.325180504897129 48.86612210047126,2.325155304897135 48.86609170047126,2.32546660489702 48.86599050047125)))"
107,"MULTIPOLYGON(((2.326600804896745 48.86739000047122,2.326695404896722 48.86749720047125,2.326643604896739 48.86751620047124,2.326576604896766 48.867540500471236,2.326551704896775 48.867549400471255,2.326543304896778 48.867552500471255,2.326412304896828 48.86759900047125,2.326308204896853 48.86747440047124,2.326600804896745 48.86739000047122)))"
110,"MULTIPOLYGON(((2.326783704896699 48.86759620047122,2.326776804896702 48.86758840047125,2.326695404896722 48.86749720047125,2.326643604896739 48.86751620047124,2.326576604896766 48.867540500471236,2.326551704896775 48.867549400471255,2.326543304896778 48.867552500471255,2.326412304896828 48.86759900047125,2.326508904896802 48.86771500047126,2.326609104896779 48.867835000471246,2.326712004896754 48.86795860047126,2.327024104896636 48.867823200471236,2.326923704896662 48.86771890047123,2.326921004896663 48.86772020047126,2.326919604896661 48.86771810047122,2.326885104896671 48.867681100471216,2.326866604896679 48.867688700471255,2.326796304896696 48.86761060047123,2.326783704896699 48.86759620047122)))"
111,"MULTIPOLYGON(((2.327288304896543 48.86780690047123,2.327326504896535 48.86784850047123,2.327131704896607 48.86793490047122,2.327128004896609 48.86793660047123,2.326933304896683 48.86802150047126,2.326914504896689 48.86802960047124,2.326809404896731 48.868075200471246,2.326712004896754 48.86795860047126,2.327024104896636 48.867823200471236,2.327061604896623 48.86780700047122,2.327069404896618 48.867803500471226,2.327221504896561 48.86773730047122,2.32722420489656 48.86773630047121,2.32725890489655 48.86777430047121,2.327288304896543 48.86780690047123)))"
113,"MULTIPOLYGON(((2.328019704896371 48.86875740047122,2.328020804896371 48.86875680047123,2.328160104896317 48.86869710047121,2.328686604896118 48.86846950047117,2.328688304896117 48.86846890047118,2.32876040489609 48.86843710047119,2.329181404895931 48.86825640047113,2.329199104895919 48.868195800471156,2.329367004895865 48.86821840047116,2.329365304895865 48.868223400471145,2.329371004895864 48.868224100471146,2.329370004895863 48.86822690047113,2.329414404895849 48.86823010047113,2.329637004895791 48.868454700471126,2.329540204895828 48.86849860047114,2.329479104895851 48.868530300471136,2.329438304895867 48.86855340047115,2.329337704895906 48.868601200471154,2.329287204895927 48.86862400047114,2.329502304895863 48.86876200047115,2.329376704895914 48.868852200471146,2.328730204896173 48.86931690047119,2.328258104896363 48.869656100471225,2.328134104896405 48.86964620047125,2.327919804896457 48.86938830047125,2.327908304896461 48.86939240047125,2.327893004896463 48.86937410047125,2.327550004896549 48.86896280047126,2.327664404896506 48.86891120047126,2.327813704896448 48.868846700471245,2.327947204896399 48.8687889004712,2.328018204896372 48.86875810047122,2.328019704896371 48.86875740047122)))"
117,"MULTIPOLYGON(((2.329826604895693 48.8680540004711,2.329823604895695 48.8680510004711,2.32959260489578 48.8681522004711,2.329414404895849 48.86823010047113,2.329637004895791 48.868454700471126,2.329540204895828 48.86849860047114,2.329479104895851 48.868530300471136,2.329438304895867 48.86855340047115,2.329337704895906 48.868601200471154,2.329287204895927 48.86862400047114,2.329502304895863 48.86876200047115,2.32963150489581 48.86866920047114,2.32975910489576 48.86857750047114,2.329910304895699 48.868468900471136,2.329979404895671 48.868419400471126,2.32998460489567 48.868422600471106,2.330107904895618 48.8683355004711,2.330104504895621 48.868332200471116,2.330108304895621 48.86832930047111,2.329984604895651 48.868205400471105,2.329831404895693 48.86805210047111,2.329826604895693 48.8680540004711)))"
118,"MULTIPOLYGON(((2.327206704896376 48.865426300471135,2.326937904896476 48.86551350047114,2.326139404896772 48.865772400471194,2.326162904896765 48.8658039004712,2.326547004896675 48.8663188004712,2.326949104896528 48.86618780047117,2.327667604896262 48.86595380047113,2.327718804896243 48.865937300471124,2.327379004896332 48.86559830047117,2.327206704896376 48.865426300471135)))"
119,"MULTIPOLYGON(((2.327682204896222 48.865534800471124,2.327729504896205 48.86551440047111,2.327988304896106 48.865402100471094,2.328053104896092 48.86549030047109,2.327811804896182 48.8655968004711,2.3277650048962 48.86561680047111,2.327682204896222 48.865534800471124)))"
120,"MULTIPOLYGON(((2.328368004896003 48.8657259004711,2.328709804895876 48.86561410047108,2.328547904895913 48.865400100471064,2.328384404895953 48.86518380047105,2.328326104895966 48.865105000471054,2.328301804895972 48.86507210047108,2.327809704896154 48.86523130047111,2.327834004896148 48.8652644004711,2.327847404896145 48.86528180047109,2.327891304896129 48.86526890047109,2.327979104896106 48.86538800047109,2.328068604896076 48.86535910047109,2.328145704896056 48.86546050047109,2.328112404896069 48.86547150047109,2.328053104896092 48.86549030047109,2.327811804896182 48.8655968004711,2.3277650048962 48.86561680047111,2.327878404896172 48.865730000471125,2.327925704896155 48.86571050047112,2.328030604896113 48.86566390047112,2.328035104896113 48.86566230047109,2.328137804896072 48.86561860047107,2.328153404896068 48.86561160047112,2.32822340489604 48.86558150047108,2.328368004896003 48.8657259004711)))"
121,"MULTIPOLYGON(((2.32822340489604 48.86558150047108,2.328368004896003 48.8657259004711,2.32804630489612 48.865831000471125,2.327996304896142 48.865847400471104,2.327992304896141 48.865843300471106,2.327878404896172 48.865730000471125,2.327925704896155 48.86571050047112,2.328030604896113 48.86566390047112,2.328035104896113 48.86566230047109,2.328137804896072 48.86561860047107,2.328153404896068 48.86561160047112,2.32822340489604 48.86558150047108)))"
122,"MULTIPOLYGON(((2.328587104895946 48.86594670047109,2.328292204896058 48.8660744004711,2.328244504896076 48.86609520047112,2.328357904896046 48.866208400471095,2.328645804895971 48.86649620047112,2.328690004895952 48.8664744004711,2.328694104895951 48.86647220047108,2.328644804895966 48.86642430047112,2.328664904895959 48.866415200471096,2.328694104895945 48.86639550047109,2.328615904895966 48.866324100471104,2.328712504895929 48.86628130047107,2.328726604895924 48.8662751004711,2.32876780489591 48.86625760047109,2.328776904895906 48.866264900471094,2.328876804895869 48.86622660047111,2.328840104895879 48.86620100047107,2.328964504895834 48.866160500471075,2.328881304895853 48.866043400471085,2.328842604895866 48.866053100471085,2.328772404895882 48.86595080047108,2.328738304895896 48.86596160047108,2.328700004895909 48.86597480047109,2.328638004895932 48.86599480047107,2.328587104895946 48.86594670047109)))"
125,"MULTIPOLYGON(((2.345979604889303 48.85765950046991,2.346511204889108 48.85751700046989,2.346632604889063 48.857484300469864,2.346688504889045 48.85746920046986,2.346689604889043 48.85747090046988,2.346726704889036 48.85753180046989,2.346728204889036 48.85753430046989,2.346724504889036 48.85753520046988,2.34685230488901 48.857743900469856,2.346856304889008 48.85774280046987,2.346896104889001 48.857806800469895,2.346681404889079 48.857865700469894,2.346285704889224 48.8579744004699,2.345896104889365 48.85808170046994,2.345821104889394 48.85810230046992,2.345787604889406 48.85811160046997,2.345787204889406 48.858110700469936,2.345785404889404 48.85811010046994,2.345784104889406 48.85811050046996,2.345744904889415 48.85804660046994,2.34557520488945 48.857770100469935,2.345576304889449 48.857769600469936,2.345577104889449 48.85776840046992,2.345576404889449 48.857767600469934,2.345875104889341 48.85768740046992,2.345979604889303 48.85765950046991)))"
126,"MULTIPOLYGON(((2.340879904891502 48.86317750047038,2.341311604891339 48.86298840047033,2.341314104891338 48.86298990047034,2.341351504891327 48.86300940047034,2.34133340489134 48.86308080047035,2.340893304891499 48.863183600470364,2.340879904891502 48.86317750047038)))"
128,"MULTIPOLYGON(((2.340539104891649 48.86352650047041,2.340466804891675 48.863561000470405,2.340402504891701 48.86359470047041,2.340194204891779 48.863677600470446,2.340167904891789 48.86368710047044,2.340134804891796 48.86363670047044,2.340074104891818 48.86365990047043,2.340079604891818 48.863669400470435,2.339995304891849 48.863699400470445,2.339966504891855 48.863644500470436,2.340014704891832 48.86358050047043,2.340385604891698 48.8634938004704,2.340493904891661 48.8635038004704,2.340539104891649 48.86352650047041)))"
129,"MULTIPOLYGON(((2.341474504891313 48.863347100470335,2.341392104891334 48.86325770047035,2.341395404891333 48.86325700047035,2.341394104891334 48.86325480047035,2.341657004891238 48.863193200470334,2.341766704891201 48.863204900470336,2.341841404891177 48.863245400470326,2.341777304891203 48.863281900470334,2.341843704891184 48.86331410047034,2.341785304891206 48.86335060047034,2.341774004891211 48.86335660047034,2.341732704891227 48.86337760047036,2.341664904891253 48.86340360047035,2.341570304891288 48.86344050047037,2.341474504891313 48.863347100470335)))"
130,"MULTIPOLYGON(((2.341474504891313 48.863347100470335,2.341434304891327 48.86336100047036,2.341351504891358 48.86338920047036,2.34129660489138 48.86340950047035,2.341137904891438 48.863470800470395,2.340995704891491 48.86352120047037,2.3409700048915 48.863531500470394,2.34089220489153 48.86356820047039,2.340881604891534 48.86357360047038,2.340878904891536 48.8635723004704,2.34070020489159 48.863485000470384,2.340712904891579 48.86341470047038,2.340792604891551 48.863396100470396,2.341333504891355 48.863269300470364,2.341334404891354 48.863271000470355,2.341392104891334 48.86325770047035,2.341474504891313 48.863347100470335)))"
131,"MULTIPOLYGON(((2.342262804891126 48.86437520047036,2.341813204891297 48.86459130047038,2.341730804891331 48.86463080047038,2.341738304891327 48.86463890047038,2.341696404891346 48.86465880047039,2.34141910489145 48.8647880004704,2.34141640489145 48.86478670047042,2.341269704891495 48.864714800470416,2.341266804891497 48.864713300470406,2.341348604891464 48.86467230047038,2.341406104891442 48.86464480047041,2.341442504891428 48.86462840047043,2.341455604891425 48.864622100470385,2.341529204891395 48.86458830047039,2.341583104891375 48.8645634004704,2.341629704891358 48.8645418004704,2.341680404891337 48.86451830047039,2.341682904891337 48.86451990047039,2.341694304891334 48.8645137004704,2.341828804891282 48.864449000470366,2.341808204891286 48.864428200470364,2.341858104891267 48.864403400470366,2.342091004891179 48.864289100470344,2.342262804891126 48.86437520047036)))"
132,"MULTIPOLYGON(((2.3418441048913 48.8647350004704,2.341738304891327 48.86463890047038,2.341730804891331 48.86463080047038,2.341813204891297 48.86459130047038,2.342262804891126 48.86437520047036,2.342423104891078 48.86445550047034,2.342425504891077 48.86445680047035,2.342215404891159 48.864557800470365,2.341986704891246 48.86466900047037,2.3418441048913 48.8647350004704)))"
139,"MULTIPOLYGON(((2.343790704890539 48.86359260047024,2.343629504890588 48.86351240047025,2.343790204890529 48.863466600470254,2.343905104890486 48.86343390047023,2.343908304890483 48.86343270047023,2.343989404890456 48.86340480047021,2.343992504890455 48.86340380047023,2.343994104890455 48.863405000470216,2.343994204890452 48.86340560047024,2.344030304890443 48.863425700470216,2.343915704890487 48.86348180047024,2.343910204890489 48.863485600470256,2.343931704890483 48.86350160047026,2.343897304890495 48.863520800470255,2.343868304890506 48.86350810047023,2.343860604890507 48.863513800470244,2.343817304890526 48.863542500470245,2.343840804890518 48.86355790047025,2.343798104890536 48.863595000470255,2.343790704890539 48.86359260047024)))"
140,"MULTIPOLYGON(((2.343980504890486 48.86374990047023,2.344018004890476 48.86377040047025,2.344003104890481 48.86378410047025,2.34381700489056 48.86394410047027,2.343782904890572 48.86397000047026,2.34372430489059 48.86393930047028,2.343684704890602 48.86392160047027,2.343536804890646 48.86384780047025,2.343534304890648 48.86384610047028,2.343536504890646 48.863844500470265,2.343641904890603 48.86376940047026,2.343516604890641 48.863687900470275,2.343474104890652 48.863659500470256,2.343362104890685 48.86358830047027,2.343518904890627 48.86354360047026,2.343624004890598 48.86361140047026,2.343699204890574 48.86365910047025,2.34375250489056 48.86369220047024,2.343800604890541 48.86365720047026,2.343980504890486 48.86374990047023)))"
145,"MULTIPOLYGON(((2.340796604891663 48.86479350047043,2.340673304891699 48.86468680047046,2.34085040489163 48.86460350047045,2.340969504891592 48.864662300470414,2.341065004891564 48.86470950047041,2.340925504891619 48.864787800470424,2.340843304891651 48.864833000470455,2.340796604891663 48.86479350047043)))"
